m,TagName,
"2012-10-01 00:00:00","ruby","2246"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3177"
"2012-11-01 00:00:00","c#","12172"
"2012-11-01 00:00:00","c++","6240"
"2012-11-01 00:00:00","delphi","440"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13505"
"2012-11-01 00:00:00","javascript","12268"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11677"
"2012-11-01 00:00:00","python","6367"
"2012-11-01 00:00:00","r","1341"
"2012-11-01 00:00:00","ruby","2122"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","260"
"2012-12-01 00:00:00","c","2553"
"2012-12-01 00:00:00","c#","10884"
"2012-12-01 00:00:00","c++","5656"
"2012-12-01 00:00:00","delphi","426"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12330"
"2012-12-01 00:00:00","javascript","11671"
"2012-12-01 00:00:00","perl","550"
"2012-12-01 00:00:00","php","10954"
"2012-12-01 00:00:00","python","5720"
"2012-12-01 00:00:00","r","1207"
"2012-12-01 00:00:00","ruby","1901"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","290"
"2013-01-01 00:00:00","c","2891"
"2013-01-01 00:00:00","c#","12692"
"2013-01-01 00:00:00","c++","6004"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","100"
"2013-01-01 00:00:00","java","13619"
"2013-01-01 00:00:00","javascript","13713"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12776"
"2013-01-01 00:00:00","python","6521"
"2013-01-01 00:00:00","r","1503"
"2013-01-01 00:00:00","ruby","2293"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3082"
"2013-02-01 00:00:00","c#","12427"
"2013-02-01 00:00:00","c++","6033"
"2013-02-01 00:00:00","delphi","443"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13597"
"2013-02-01 00:00:00","javascript","13556"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12438"
"2013-02-01 00:00:00","python","6693"
"2013-02-01 00:00:00","r","1654"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","366"
"2013-03-01 00:00:00","c","3410"
"2013-03-01 00:00:00","c#","14174"
"2013-03-01 00:00:00","c++","7142"
"2013-03-01 00:00:00","delphi","520"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15806"
"2013-03-01 00:00:00","javascript","15202"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","13993"
"2013-03-01 00:00:00","python","7572"
"2013-03-01 00:00:00","r","1837"
"2013-03-01 00:00:00","ruby","2548"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","328"
"2013-04-01 00:00:00","c","3510"
"2013-04-01 00:00:00","c#","13795"
"2013-04-01 00:00:00","c++","7072"
"2013-04-01 00:00:00","delphi","504"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16088"
"2013-04-01 00:00:00","javascript","15216"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13285"
"2013-04-01 00:00:00","python","7876"
"2013-04-01 00:00:00","r","1827"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c","3174"
"2013-05-01 00:00:00","c#","13349"
"2013-05-01 00:00:00","c++","6780"
"2013-05-01 00:00:00","delphi","524"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15111"
"2013-05-01 00:00:00","javascript","14943"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12958"
"2013-05-01 00:00:00","python","7760"
"2013-05-01 00:00:00","r","1769"
"2013-05-01 00:00:00","ruby","2331"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2919"
"2013-06-01 00:00:00","c#","12666"
"2013-06-01 00:00:00","c++","6160"
"2013-06-01 00:00:00","delphi","472"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13792"
"2013-06-01 00:00:00","javascript","14475"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12594"
"2013-06-01 00:00:00","python","7546"
"2013-06-01 00:00:00","r","1757"
"2013-06-01 00:00:00","ruby","2210"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","294"
"2013-07-01 00:00:00","c","2981"
"2013-07-01 00:00:00","c#","14037"
"2013-07-01 00:00:00","c++","6536"
"2013-07-01 00:00:00","delphi","502"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15010"
"2013-07-01 00:00:00","javascript","16679"
"2013-07-01 00:00:00","perl","949"
"2013-07-01 00:00:00","php","14164"
"2013-07-01 00:00:00","python","8555"
"2013-07-01 00:00:00","r","1952"
"2013-07-01 00:00:00","ruby","2427"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2990"
"2013-08-01 00:00:00","c#","13733"
"2013-08-01 00:00:00","c++","6205"
"2013-08-01 00:00:00","delphi","446"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14897"
"2013-08-01 00:00:00","javascript","16700"
"2013-08-01 00:00:00","perl","830"
"2013-08-01 00:00:00","php","14169"
"2013-08-01 00:00:00","python","7891"
"2013-08-01 00:00:00","r","1907"
"2013-08-01 00:00:00","ruby","2470"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","287"
"2013-09-01 00:00:00","c","3361"
"2013-09-01 00:00:00","c#","13623"
"2013-09-01 00:00:00","c++","6477"
"2013-09-01 00:00:00","delphi","484"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16084"
"2013-09-01 00:00:00","javascript","17535"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14081"
"2013-09-01 00:00:00","python","7899"
"2013-09-01 00:00:00","r","1699"
"2013-09-01 00:00:00","ruby","2376"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","374"
"2013-10-01 00:00:00","c","4209"
"2013-10-01 00:00:00","c#","15061"
"2013-10-01 00:00:00","c++","7898"
"2013-10-01 00:00:00","delphi","517"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","java","18523"
"2013-10-01 00:00:00","javascript","19550"
"2013-10-01 00:00:00","perl","809"
"2013-10-01 00:00:00","php","15132"
"2013-10-01 00:00:00","python","9416"
"2013-10-01 00:00:00","r","2072"
"2013-10-01 00:00:00","ruby","2780"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","415"
"2013-11-01 00:00:00","c","4246"
"2013-11-01 00:00:00","c#","14457"
"2013-11-01 00:00:00","c++","8049"
"2013-11-01 00:00:00","delphi","454"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18528"
"2013-11-01 00:00:00","javascript","18316"
"2013-11-01 00:00:00","perl","815"
"2013-11-01 00:00:00","php","14649"
"2013-11-01 00:00:00","python","9423"
"2013-11-01 00:00:00","r","2169"
"2013-11-01 00:00:00","ruby","2566"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","353"
"2013-12-01 00:00:00","c","3480"
"2013-12-01 00:00:00","c#","13503"
"2013-12-01 00:00:00","c++","6949"
"2013-12-01 00:00:00","delphi","444"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17270"
"2013-12-01 00:00:00","javascript","17869"
"2013-12-01 00:00:00","perl","759"
"2013-12-01 00:00:00","php","14218"
"2013-12-01 00:00:00","python","8366"
"2013-12-01 00:00:00","r","1900"
"2013-12-01 00:00:00","ruby","2426"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","335"
"2014-01-01 00:00:00","c","3700"
"2014-01-01 00:00:00","c#","15197"
"2014-01-01 00:00:00","c++","7611"
"2014-01-01 00:00:00","delphi","480"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18496"
"2014-01-01 00:00:00","javascript","20923"
"2014-01-01 00:00:00","perl","805"
"2014-01-01 00:00:00","php","16562"
"2014-01-01 00:00:00","python","9767"
"2014-01-01 00:00:00","r","2330"
"2014-01-01 00:00:00","ruby","2744"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3945"
"2014-02-01 00:00:00","c#","14992"
"2014-02-01 00:00:00","c++","7587"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19031"
"2014-02-01 00:00:00","javascript","20958"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16293"
"2014-02-01 00:00:00","python","9814"
"2014-02-01 00:00:00","r","2604"
"2014-02-01 00:00:00","ruby","2586"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","446"
"2014-03-01 00:00:00","c","4522"
"2014-03-01 00:00:00","c#","16018"
"2014-03-01 00:00:00","c++","8589"
"2014-03-01 00:00:00","delphi","439"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21704"
"2014-03-01 00:00:00","javascript","22459"
"2014-03-01 00:00:00","perl","903"
"2014-03-01 00:00:00","php","18083"
"2014-03-01 00:00:00","python","11330"
"2014-03-01 00:00:00","r","2782"
"2014-03-01 00:00:00","ruby","2934"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","358"
"2014-04-01 00:00:00","c","3964"
"2014-04-01 00:00:00","c#","15150"
"2014-04-01 00:00:00","c++","8052"
"2014-04-01 00:00:00","delphi","384"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20600"
"2014-04-01 00:00:00","javascript","21228"
"2014-04-01 00:00:00","perl","819"
"2014-04-01 00:00:00","php","17406"
"2014-04-01 00:00:00","python","10654"
"2014-04-01 00:00:00","r","2710"
"2014-04-01 00:00:00","ruby","2736"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","325"
"2014-05-01 00:00:00","c","3225"
"2014-05-01 00:00:00","c#","13759"
"2014-05-01 00:00:00","c++","6705"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17739"
"2014-05-01 00:00:00","javascript","19577"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14552"
"2014-05-01 00:00:00","python","9136"
"2014-05-01 00:00:00","r","2569"
"2014-05-01 00:00:00","ruby","2665"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","262"
"2014-06-01 00:00:00","c","2745"
"2014-06-01 00:00:00","c#","12353"
"2014-06-01 00:00:00","c++","5599"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15730"
"2014-06-01 00:00:00","javascript","18114"
"2014-06-01 00:00:00","perl","674"
"2014-06-01 00:00:00","php","12819"
"2014-06-01 00:00:00","python","8812"
"2014-06-01 00:00:00","r","2379"
"2014-06-01 00:00:00","ruby","2322"
"2014-06-01 00:00:00","swift","2380"
"2014-07-01 00:00:00","assembly","212"
"2014-07-01 00:00:00","c","2807"
"2014-07-01 00:00:00","c#","13524"
"2014-07-01 00:00:00","c++","6206"
"2014-07-01 00:00:00","delphi","441"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17185"
"2014-07-01 00:00:00","javascript","19938"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14105"
"2014-07-01 00:00:00","python","9833"
"2014-07-01 00:00:00","r","2614"
"2014-07-01 00:00:00","ruby","2547"
"2014-07-01 00:00:00","swift","1629"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2661"
"2014-08-01 00:00:00","c#","12370"
"2014-08-01 00:00:00","c++","5826"
"2014-08-01 00:00:00","delphi","419"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15567"
"2014-08-01 00:00:00","javascript","18282"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13051"
"2014-08-01 00:00:00","python","9049"
"2014-08-01 00:00:00","r","2447"
"2014-08-01 00:00:00","ruby","2453"
"2014-08-01 00:00:00","swift","1683"
"2014-09-01 00:00:00","assembly","272"
"2014-09-01 00:00:00","c","3207"
"2014-09-01 00:00:00","c#","12215"
"2014-09-01 00:00:00","c++","6129"
"2014-09-01 00:00:00","delphi","441"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16493"
"2014-09-01 00:00:00","javascript","17958"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13198"
"2014-09-01 00:00:00","python","8697"
"2014-09-01 00:00:00","r","2350"
"2014-09-01 00:00:00","ruby","2259"
"2014-09-01 00:00:00","swift","1888"
"2014-10-01 00:00:00","assembly","383"
"2014-10-01 00:00:00","c","3772"
"2014-10-01 00:00:00","c#","12436"
"2014-10-01 00:00:00","c++","6759"
"2014-10-01 00:00:00","delphi","406"
"2014-10-01 00:00:00","go","378"
"2014-10-01 00:00:00","java","17698"
"2014-10-01 00:00:00","javascript","18765"
"2014-10-01 00:00:00","perl","637"
"2014-10-01 00:00:00","php","13395"
"2014-10-01 00:00:00","python","9514"
"2014-10-01 00:00:00","r","2753"
"2014-10-01 00:00:00","ruby","2333"
"2014-10-01 00:00:00","swift","2450"
"2014-11-01 00:00:00","assembly","374"
"2014-11-01 00:00:00","c","3632"
"2014-11-01 00:00:00","c#","11753"
"2014-11-01 00:00:00","c++","6494"
"2014-11-01 00:00:00","delphi","422"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17651"
"2014-11-01 00:00:00","javascript","17831"
"2014-11-01 00:00:00","perl","655"
"2014-11-01 00:00:00","php","12875"
"2014-11-01 00:00:00","python","9509"
"2014-11-01 00:00:00","r","2688"
"2014-11-01 00:00:00","ruby","2105"
"2014-11-01 00:00:00","swift","2541"
"2014-12-01 00:00:00","assembly","317"
"2014-12-01 00:00:00","c","3136"
"2014-12-01 00:00:00","c#","10983"
"2014-12-01 00:00:00","c++","6022"
"2014-12-01 00:00:00","delphi","312"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16205"
"2014-12-01 00:00:00","javascript","16848"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12170"
"2014-12-01 00:00:00","python","8987"
"2014-12-01 00:00:00","r","2343"
"2014-12-01 00:00:00","ruby","2138"
"2014-12-01 00:00:00","swift","2470"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3195"
"2015-01-01 00:00:00","c#","11660"
"2015-01-01 00:00:00","c++","6086"
"2015-01-01 00:00:00","delphi","375"
"2015-01-01 00:00:00","go","467"
"2015-01-01 00:00:00","java","16396"
"2015-01-01 00:00:00","javascript","18398"
"2015-01-01 00:00:00","perl","587"
"2015-01-01 00:00:00","php","13455"
"2015-01-01 00:00:00","python","9620"
"2015-01-01 00:00:00","r","2663"
"2015-01-01 00:00:00","ruby","2411"
"2015-01-01 00:00:00","swift","3034"
"2015-02-01 00:00:00","assembly","354"
"2015-02-01 00:00:00","c","3349"
"2015-02-01 00:00:00","c#","11721"
"2015-02-01 00:00:00","c++","6426"
"2015-02-01 00:00:00","delphi","409"
"2015-02-01 00:00:00","go","380"
"2015-02-01 00:00:00","java","16618"
"2015-02-01 00:00:00","javascript","18526"
"2015-02-01 00:00:00","perl","561"
"2015-02-01 00:00:00","php","13388"
"2015-02-01 00:00:00","python","10136"
"2015-02-01 00:00:00","r","2947"
"2015-02-01 00:00:00","ruby","2252"
"2015-02-01 00:00:00","swift","3221"
"2015-03-01 00:00:00","assembly","377"
"2015-03-01 00:00:00","c","3898"
"2015-03-01 00:00:00","c#","13176"
"2015-03-01 00:00:00","c++","7337"
"2015-03-01 00:00:00","delphi","403"
"2015-03-01 00:00:00","go","467"
"2015-03-01 00:00:00","java","19596"
"2015-03-01 00:00:00","javascript","20376"
"2015-03-01 00:00:00","perl","628"
"2015-03-01 00:00:00","php","14780"
"2015-03-01 00:00:00","python","11511"
"2015-03-01 00:00:00","r","3545"
"2015-03-01 00:00:00","ruby","2451"
"2015-03-01 00:00:00","swift","3576"
"2015-04-01 00:00:00","assembly","431"
"2015-04-01 00:00:00","c","3931"
"2015-04-01 00:00:00","c#","12987"
"2015-04-01 00:00:00","c++","7089"
"2015-04-01 00:00:00","delphi","383"
"2015-04-01 00:00:00","go","385"
"2015-04-01 00:00:00","java","19657"
"2015-04-01 00:00:00","javascript","20767"
"2015-04-01 00:00:00","perl","573"
"2015-04-01 00:00:00","php","14813"
"2015-04-01 00:00:00","python","11350"
"2015-04-01 00:00:00","r","3301"
"2015-04-01 00:00:00","ruby","2491"
"2015-04-01 00:00:00","swift","3996"
"2015-05-01 00:00:00","assembly","365"
"2015-05-01 00:00:00","c","3505"
"2015-05-01 00:00:00","c#","13265"
"2015-05-01 00:00:00","c++","6770"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","395"
"2015-05-01 00:00:00","java","18385"
"2015-05-01 00:00:00","javascript","22006"
"2015-05-01 00:00:00","perl","525"
"2015-05-01 00:00:00","php","14439"
"2015-05-01 00:00:00","python","11152"
"2015-05-01 00:00:00","r","3404"
"2015-05-01 00:00:00","ruby","2497"
"2015-05-01 00:00:00","swift","3776"
"2015-06-01 00:00:00","assembly","263"
"2015-06-01 00:00:00","c","3147"
"2015-06-01 00:00:00","c#","13451"
"2015-06-01 00:00:00","c++","6476"
"2015-06-01 00:00:00","delphi","384"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17710"
"2015-06-01 00:00:00","javascript","22471"
"2015-06-01 00:00:00","perl","568"
"2015-06-01 00:00:00","php","14233"
"2015-06-01 00:00:00","python","11712"
"2015-06-01 00:00:00","r","3406"
"2015-06-01 00:00:00","ruby","2568"
"2015-06-01 00:00:00","swift","4307"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2799"
"2015-07-01 00:00:00","c#","14033"
"2015-07-01 00:00:00","c++","6661"
"2015-07-01 00:00:00","delphi","384"
"2015-07-01 00:00:00","go","464"
"2015-07-01 00:00:00","java","18546"
"2015-07-01 00:00:00","javascript","23811"
"2015-07-01 00:00:00","perl","577"
"2015-07-01 00:00:00","php","15230"
"2015-07-01 00:00:00","python","12237"
"2015-07-01 00:00:00","r","3960"
"2015-07-01 00:00:00","ruby","2577"
"2015-07-01 00:00:00","swift","5127"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","c","2564"
"2015-08-01 00:00:00","c#","13154"
"2015-08-01 00:00:00","c++","5842"
"2015-08-01 00:00:00","delphi","383"
"2015-08-01 00:00:00","go","445"
"2015-08-01 00:00:00","java","16961"
"2015-08-01 00:00:00","javascript","22018"
"2015-08-01 00:00:00","perl","551"
"2015-08-01 00:00:00","php","14112"
"2015-08-01 00:00:00","python","11161"
"2015-08-01 00:00:00","r","3480"
"2015-08-01 00:00:00","ruby","2305"
"2015-08-01 00:00:00","swift","5067"
"2015-09-01 00:00:00","assembly","254"
"2015-09-01 00:00:00","c","3074"
"2015-09-01 00:00:00","c#","12859"
"2015-09-01 00:00:00","c++","5881"
"2015-09-01 00:00:00","delphi","355"
"2015-09-01 00:00:00","go","416"
"2015-09-01 00:00:00","java","16809"
"2015-09-01 00:00:00","javascript","21268"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13381"
"2015-09-01 00:00:00","python","10904"
"2015-09-01 00:00:00","r","3312"
"2015-09-01 00:00:00","ruby","2152"
"2015-09-01 00:00:00","swift","4527"
"2015-10-01 00:00:00","assembly","426"
"2015-10-01 00:00:00","c","3662"
"2015-10-01 00:00:00","c#","12713"
"2015-10-01 00:00:00","c++","7002"
"2015-10-01 00:00:00","delphi","420"
"2015-10-01 00:00:00","go","421"
"2015-10-01 00:00:00","java","18382"
"2015-10-01 00:00:00","javascript","21678"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13783"
"2015-10-01 00:00:00","python","12413"
"2015-10-01 00:00:00","r","3647"
"2015-10-01 00:00:00","ruby","2185"
"2015-10-01 00:00:00","swift","4278"
"2015-11-01 00:00:00","assembly","398"
"2015-11-01 00:00:00","c","3592"
"2015-11-01 00:00:00","c#","12310"
"2015-11-01 00:00:00","c++","7049"
"2015-11-01 00:00:00","delphi","387"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17646"
"2015-11-01 00:00:00","javascript","21125"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13168"
"2015-11-01 00:00:00","python","12213"
"2015-11-01 00:00:00","r","3513"
"2015-11-01 00:00:00","ruby","1952"
"2015-11-01 00:00:00","swift","4303"
"2015-12-01 00:00:00","assembly","350"
"2015-12-01 00:00:00","c","3076"
"2015-12-01 00:00:00","c#","12065"
"2015-12-01 00:00:00","c++","6523"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","415"
"2015-12-01 00:00:00","java","16417"
"2015-12-01 00:00:00","javascript","20947"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13580"
"2015-12-01 00:00:00","python","11583"
"2015-12-01 00:00:00","r","3166"
"2015-12-01 00:00:00","ruby","2022"
"2015-12-01 00:00:00","swift","4356"
"2016-01-01 00:00:00","assembly","245"
"2016-01-01 00:00:00","c","3027"
"2016-01-01 00:00:00","c#","12296"
"2016-01-01 00:00:00","c++","6070"
"2016-01-01 00:00:00","delphi","317"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16513"
"2016-01-01 00:00:00","javascript","22393"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14399"
"2016-01-01 00:00:00","python","12280"
"2016-01-01 00:00:00","r","3516"
"2016-01-01 00:00:00","ruby","2138"
"2016-01-01 00:00:00","swift","4764"
"2016-02-01 00:00:00","assembly","343"
"2016-02-01 00:00:00","c","3257"
"2016-02-01 00:00:00","c#","12664"
"2016-02-01 00:00:00","c++","6521"
"2016-02-01 00:00:00","delphi","354"
"2016-02-01 00:00:00","go","539"
"2016-02-01 00:00:00","java","17719"
"2016-02-01 00:00:00","javascript","22331"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14738"
"2016-02-01 00:00:00","python","13186"
"2016-02-01 00:00:00","r","3569"
"2016-02-01 00:00:00","ruby","2245"
"2016-02-01 00:00:00","swift","4732"
"2016-03-01 00:00:00","assembly","430"
"2016-03-01 00:00:00","c","3427"
"2016-03-01 00:00:00","c#","13527"
"2016-03-01 00:00:00","c++","6984"
"2016-03-01 00:00:00","delphi","337"
"2016-03-01 00:00:00","go","592"
"2016-03-01 00:00:00","java","19731"
"2016-03-01 00:00:00","javascript","23936"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","14984"
"2016-03-01 00:00:00","python","13997"
"2016-03-01 00:00:00","r","4030"
"2016-03-01 00:00:00","ruby","2252"
"2016-03-01 00:00:00","swift","5050"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c","3343"
"2016-04-01 00:00:00","c#","13647"
"2016-04-01 00:00:00","c++","6862"
"2016-04-01 00:00:00","delphi","326"
"2016-04-01 00:00:00","go","601"
"2016-04-01 00:00:00","java","19368"
"2016-04-01 00:00:00","javascript","23322"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14338"
"2016-04-01 00:00:00","python","13570"
"2016-04-01 00:00:00","r","4108"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4732"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2714"
"2016-05-01 00:00:00","c#","13441"
"2016-05-01 00:00:00","c++","6109"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","577"
"2016-05-01 00:00:00","java","16930"
"2016-05-01 00:00:00","javascript","22875"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14333"
"2016-05-01 00:00:00","python","13055"
"2016-05-01 00:00:00","r","3787"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4396"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c","2290"
"2016-06-01 00:00:00","c#","13009"
"2016-06-01 00:00:00","c++","5689"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","546"
"2016-06-01 00:00:00","java","15853"
"2016-06-01 00:00:00","javascript","22050"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13531"
"2016-06-01 00:00:00","python","12857"
"2016-06-01 00:00:00","r","3849"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","swift","4779"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2338"
"2016-07-01 00:00:00","c#","11939"
"2016-07-01 00:00:00","c++","5439"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14870"
"2016-07-01 00:00:00","javascript","22082"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12825"
"2016-07-01 00:00:00","python","12770"
"2016-07-01 00:00:00","r","3737"
"2016-07-01 00:00:00","ruby","1894"
"2016-07-01 00:00:00","swift","4911"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2199"
"2016-08-01 00:00:00","c#","12675"
"2016-08-01 00:00:00","c++","4998"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","566"
"2016-08-01 00:00:00","java","15131"
"2016-08-01 00:00:00","javascript","22562"
"2016-08-01 00:00:00","perl","457"
"2016-08-01 00:00:00","php","12821"
"2016-08-01 00:00:00","python","12866"
"2016-08-01 00:00:00","r","3778"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","swift","4884"
"2016-09-01 00:00:00","assembly","334"
"2016-09-01 00:00:00","c","2497"
"2016-09-01 00:00:00","c#","11052"
"2016-09-01 00:00:00","c++","5117"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14588"
"2016-09-01 00:00:00","javascript","20330"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12027"
"2016-09-01 00:00:00","python","12287"
"2016-09-01 00:00:00","r","3296"
"2016-09-01 00:00:00","ruby","1919"
"2016-09-01 00:00:00","swift","4838"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c","3197"
"2016-10-01 00:00:00","c#","11419"
"2016-10-01 00:00:00","c++","5949"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","529"
"2016-10-01 00:00:00","java","15249"
"2016-10-01 00:00:00","javascript","20341"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12159"
"2016-10-01 00:00:00","python","13453"
"2016-10-01 00:00:00","r","3768"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4717"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3251"
"2016-11-01 00:00:00","c#","11610"
"2016-11-01 00:00:00","c++","6042"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","475"
"2016-11-01 00:00:00","java","15581"
